,Report Number,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Date of Report,Time of Report,Occurrence Year,Age Group
11344,11345,,,Hyderabad,177,IDENTITY THEFT,26,F,Blunt Object,Violent Crime,2,0,Ongoing,,,,Young Adult
11345,11346,,,Patna,360,SEXUAL ASSAULT,79,F,Other,Violent Crime,14,0,Ongoing,,,,Senior
11346,11347,,,Bhopal,554,FRAUD,27,M,None,Other Crime,2,0,Ongoing,,,,Young Adult
11347,11348,,,Ludhiana,448,ARSON,57,F,Firearm,Fire Accident,13,1,20-06-2021 15:00,,,,Adult
11348,11349,,,Mumbai,511,ASSAULT,45,F,Other,Violent Crime,3,0,Ongoing,,,,Adult
11349,11350,,,Delhi,254,COUNTERFEITING,54,F,Blunt Object,Other Crime,11,0,Ongoing,,,,Adult
11350,11351,,,Jaipur,401,DRUG OFFENSE,39,F,Blunt Object,Other Crime,8,0,Ongoing,,,,Adult
11351,11352,,,Bangalore,169,VEHICLE - STOLEN,21,F,Firearm,Violent Crime,1,1,10-07-2021 09:00,,,,Young Adult
11352,11353,,,Surat,389,FRAUD,19,F,Explosives,Other Crime,12,1,01-07-2021 10:00,,,,Teen
11353,11354,,,Patna,362,SEXUAL ASSAULT,19,F,Knife,Violent Crime,4,0,Ongoing,,,,Teen
11354,11355,,,Hyderabad,395,EXTORTION,19,F,Blunt Object,Other Crime,18,1,30-04-2021 09:00,,,,Teen
11355,11356,,,Chennai,249,CYBERCRIME,40,F,Knife,Other Crime,10,1,20-05-2021 15:00,,,,Adult
11356,11357,,,Chennai,534,DRUG OFFENSE,47,F,Other,Other Crime,14,1,10-05-2021 13:00,,,,Adult
11357,11358,,,Delhi,380,COUNTERFEITING,40,F,None,Other Crime,18,1,28-06-2021 09:00,,,,Adult
11358,11359,,,Visakhapatnam,350,VEHICLE - STOLEN,18,F,None,Violent Crime,4,0,Ongoing,,,,Teen
11359,11360,,,Mumbai,572,VEHICLE - STOLEN,38,M,None,Violent Crime,5,1,22-05-2021 04:00,,,,Adult
11360,11361,,,Delhi,162,HOMICIDE,42,F,Knife,Other Crime,19,0,Ongoing,,,,Adult
11361,11362,,,Delhi,212,IDENTITY THEFT,79,F,None,Violent Crime,10,0,Ongoing,,,,Senior
11362,11363,,,Kolkata,223,ARSON,25,M,Explosives,Fire Accident,2,0,Ongoing,,,,Young Adult
11363,11364,,,Delhi,333,VANDALISM,18,M,Explosives,Other Crime,8,1,22-05-2021 01:00,,,,Teen
11364,11365,,,Chennai,364,TRAFFIC VIOLATION,51,F,Knife,Traffic Fatality,15,1,17-05-2021 21:00,,,,Adult
11365,11366,,,Lucknow,560,FIREARM OFFENSE,32,F,Firearm,Fire Accident,17,1,09-05-2021 21:00,,,,Young Adult
11366,11367,,,Bhopal,414,ILLEGAL POSSESSION,14,F,Explosives,Other Crime,17,0,Ongoing,,,,Teen
11367,11368,,,Pune,345,VANDALISM,32,F,Other,Other Crime,4,1,17-06-2021 10:00,,,,Young Adult
11368,11369,,,Delhi,592,DOMESTIC VIOLENCE,28,F,Other,Violent Crime,10,1,17-06-2021 06:00,,,,Young Adult
11369,11370,,,Bangalore,376,FRAUD,40,F,Other,Other Crime,19,1,22-06-2021 19:00,,,,Adult
11370,11371,,,Lucknow,127,FRAUD,42,M,Blunt Object,Other Crime,2,1,07-06-2021 16:00,,,,Adult
11371,11372,,,Nagpur,562,EXTORTION,49,F,Knife,Other Crime,12,0,Ongoing,,,,Adult
11372,11373,,,Visakhapatnam,376,ROBBERY,79,M,Explosives,Violent Crime,5,0,Ongoing,,,,Senior
11373,11374,,,Kolkata,435,ILLEGAL POSSESSION,42,F,Knife,Other Crime,16,1,31-05-2021 11:00,,,,Adult
11374,11375,,,Agra,439,ARSON,41,M,Other,Fire Accident,11,1,13-05-2021 16:00,,,,Adult
11375,11376,,,Chennai,305,SHOPLIFTING,63,F,Explosives,Other Crime,15,0,Ongoing,,,,Senior
11376,11377,,,Hyderabad,538,ROBBERY,79,F,Knife,Violent Crime,3,0,Ongoing,,,,Senior
11377,11378,,,Delhi,311,BURGLARY,20,F,Explosives,Other Crime,2,1,06-09-2021 22:00,,,,Young Adult
11378,11379,,,Patna,349,TRAFFIC VIOLATION,10,F,Poison,Traffic Fatality,9,1,16-05-2021 03:00,,,,Child
11379,11380,,,Pune,221,ASSAULT,60,F,Knife,Violent Crime,3,0,Ongoing,,,,Adult
11380,11381,,,Kolkata,152,ILLEGAL POSSESSION,59,F,Other,Other Crime,17,0,Ongoing,,,,Adult
11381,11382,,,Thane,551,SEXUAL ASSAULT,30,M,Firearm,Violent Crime,3,1,15-08-2022 19:00,,,,Young Adult
11382,11383,,,Kanpur,278,FIREARM OFFENSE,66,M,Blunt Object,Fire Accident,5,0,Ongoing,,,,Senior
11383,11384,,,Lucknow,494,EXTORTION,39,F,Explosives,Other Crime,17,0,Ongoing,,,,Adult
11384,11385,,,Ludhiana,364,ARSON,70,F,None,Fire Accident,1,1,23-05-2021 07:00,,,,Senior
11385,11386,,,Patna,359,KIDNAPPING,58,M,Other,Other Crime,15,1,16-07-2021 20:00,,,,Adult
11386,11387,,,Indore,183,BURGLARY,31,F,None,Other Crime,19,1,09-07-2021 00:00,,,,Young Adult
11387,11388,,,Mumbai,155,TRAFFIC VIOLATION,28,F,Knife,Traffic Fatality,3,1,12-05-2021 12:00,,,,Young Adult
11388,11389,,,Bangalore,592,DRUG OFFENSE,34,M,Explosives,Other Crime,16,0,Ongoing,,,,Young Adult
11389,11390,,,Bhopal,147,EXTORTION,59,M,None,Other Crime,7,0,Ongoing,,,,Adult
11390,11391,,,Agra,162,EXTORTION,38,F,Firearm,Other Crime,4,1,25-06-2021 22:00,,,,Adult
11391,11392,,,Mumbai,539,KIDNAPPING,13,F,Firearm,Other Crime,5,1,03-05-2021 13:00,,,,Teen
11392,11393,,,Bhopal,137,COUNTERFEITING,61,M,None,Other Crime,16,0,Ongoing,,,,Senior
11393,11394,,,Lucknow,391,ROBBERY,19,F,Firearm,Violent Crime,16,1,17-09-2021 04:00,,,,Teen
11394,11395,,,Lucknow,520,VANDALISM,50,F,Explosives,Other Crime,9,0,Ongoing,,,,Adult
11395,11396,,,Delhi,294,HOMICIDE,52,M,Other,Other Crime,3,1,23-10-2021 13:00,,,,Adult
11396,11397,,,Hyderabad,310,PUBLIC INTOXICATION,55,F,Other,Other Crime,8,0,Ongoing,,,,Adult
11397,11398,,,Jaipur,503,ILLEGAL POSSESSION,75,F,Knife,Other Crime,8,0,Ongoing,,,,Senior
11398,11399,,,Chennai,561,VANDALISM,17,F,Poison,Other Crime,6,0,Ongoing,,,,Teen
11399,11400,,,Chennai,135,VEHICLE - STOLEN,11,F,Other,Violent Crime,7,0,Ongoing,,,,Child
11400,11401,,,Delhi,327,ASSAULT,17,F,None,Violent Crime,13,0,Ongoing,,,,Teen
11401,11402,,,Delhi,308,FRAUD,49,M,None,Other Crime,19,0,Ongoing,,,,Adult
11402,11403,,,Pune,219,PUBLIC INTOXICATION,45,F,None,Other Crime,10,0,Ongoing,,,,Adult
11403,11404,,,Bangalore,474,SEXUAL ASSAULT,60,F,Explosives,Violent Crime,7,0,Ongoing,,,,Adult
11404,11405,,,Mumbai,162,IDENTITY THEFT,53,F,Firearm,Violent Crime,3,1,06-05-2021 12:00,,,,Adult
11405,11406,,,Jaipur,172,EXTORTION,23,M,Firearm,Other Crime,19,1,23-05-2021 00:00,,,,Young Adult
11406,11407,,,Ludhiana,577,VANDALISM,63,F,Firearm,Other Crime,16,1,12-06-2021 10:00,,,,Senior
11407,11408,,,Delhi,175,FRAUD,10,F,Knife,Other Crime,11,1,15-07-2021 07:00,,,,Child
11408,11409,,,Mumbai,284,FIREARM OFFENSE,61,F,Knife,Fire Accident,5,0,Ongoing,,,,Senior
11409,11410,,,Kolkata,531,KIDNAPPING,53,M,Poison,Other Crime,19,1,17-07-2021 23:00,,,,Adult
11410,11411,,,Delhi,477,ARSON,67,F,Poison,Fire Accident,1,0,Ongoing,,,,Senior
11411,11412,,,Pune,387,VANDALISM,66,F,Poison,Other Crime,7,0,Ongoing,,,,Senior
11412,11413,,,Kolkata,432,FRAUD,20,F,Other,Other Crime,1,0,Ongoing,,,,Young Adult
11413,11414,,,Bangalore,167,VEHICLE - STOLEN,31,M,Knife,Violent Crime,6,1,10-06-2021 21:00,,,,Young Adult
11414,11415,,,Mumbai,503,PUBLIC INTOXICATION,64,M,Poison,Other Crime,9,0,Ongoing,,,,Senior
11415,11416,,,Delhi,519,SHOPLIFTING,72,F,Explosives,Other Crime,13,1,15-07-2021 00:00,,,,Senior
11416,11417,,,Kolkata,500,DRUG OFFENSE,77,M,Firearm,Other Crime,2,1,18-05-2021 10:00,,,,Senior
11417,11418,,,Lucknow,145,BURGLARY,15,F,Poison,Other Crime,14,0,Ongoing,,,,Teen
11418,11419,,,Delhi,399,FIREARM OFFENSE,24,M,Poison,Fire Accident,19,1,21-06-2021 04:00,,,,Young Adult
11419,11420,,,Mumbai,256,ARSON,41,F,Firearm,Fire Accident,2,0,Ongoing,,,,Adult
11420,11421,,,Kanpur,301,BURGLARY,71,F,Poison,Other Crime,3,0,Ongoing,,,,Senior
11421,11422,,,Delhi,296,CYBERCRIME,67,F,Poison,Other Crime,16,1,07-06-2021 16:00,,,,Senior
11422,11423,,,Ahmedabad,202,EXTORTION,78,F,Knife,Other Crime,17,0,Ongoing,,,,Senior
11423,11424,,,Faridabad,117,VEHICLE - STOLEN,10,M,Explosives,Violent Crime,19,0,Ongoing,,,,Child
11424,11425,,,Mumbai,195,SEXUAL ASSAULT,13,M,Firearm,Violent Crime,4,0,Ongoing,,,,Teen
11425,11426,,,Mumbai,246,ILLEGAL POSSESSION,41,F,Firearm,Other Crime,5,1,27-05-2021 00:00,,,,Adult
11426,11427,,,Ludhiana,170,FIREARM OFFENSE,66,F,Knife,Fire Accident,18,1,24-05-2021 09:00,,,,Senior
11427,11428,,,Mumbai,108,ROBBERY,30,F,Explosives,Violent Crime,16,0,Ongoing,,,,Young Adult
11428,11429,,,Hyderabad,558,IDENTITY THEFT,18,F,Explosives,Violent Crime,18,0,Ongoing,,,,Teen
11429,11430,,,Indore,158,CYBERCRIME,53,F,Firearm,Other Crime,11,0,Ongoing,,,,Adult
11430,11431,,,Pune,247,CYBERCRIME,66,F,Blunt Object,Other Crime,14,0,Ongoing,,,,Senior
11431,11432,,,Pune,291,ILLEGAL POSSESSION,70,F,Knife,Other Crime,16,0,Ongoing,,,,Senior
11432,11433,,,Mumbai,321,ILLEGAL POSSESSION,67,M,Other,Other Crime,3,0,Ongoing,,,,Senior
11433,11434,,,Hyderabad,564,CYBERCRIME,61,F,Firearm,Other Crime,9,0,Ongoing,,,,Senior
11434,11435,,,Bangalore,517,HOMICIDE,67,M,Explosives,Other Crime,17,0,Ongoing,,,,Senior
11435,11436,,,Rajkot,565,DRUG OFFENSE,29,M,None,Other Crime,15,0,Ongoing,,,,Young Adult
11436,11437,,,Visakhapatnam,165,ILLEGAL POSSESSION,56,M,Blunt Object,Other Crime,4,0,Ongoing,,,,Adult
11437,11438,,,Surat,390,SEXUAL ASSAULT,59,F,Knife,Violent Crime,18,0,Ongoing,,,,Adult
11438,11439,,,Bangalore,124,SHOPLIFTING,67,F,Firearm,Other Crime,7,1,27-06-2021 04:00,,,,Senior
11439,11440,,,Delhi,158,DOMESTIC VIOLENCE,76,M,Knife,Violent Crime,11,0,Ongoing,,,,Senior
11440,11441,,,Delhi,571,SHOPLIFTING,15,M,Knife,Other Crime,9,0,Ongoing,,,,Teen
11441,11442,,,Meerut,357,DRUG OFFENSE,50,M,Blunt Object,Other Crime,12,0,Ongoing,,,,Adult
11442,11443,,,Chennai,389,SEXUAL ASSAULT,76,F,Poison,Violent Crime,4,1,24-10-2022 09:00,,,,Senior
11443,11444,,,Bangalore,546,SEXUAL ASSAULT,41,F,Poison,Violent Crime,10,1,13-03-2022 03:00,,,,Adult
11444,11445,,,Delhi,390,TRAFFIC VIOLATION,48,F,Explosives,Traffic Fatality,7,0,Ongoing,,,,Adult
11445,11446,,,Chennai,546,SEXUAL ASSAULT,69,F,Poison,Violent Crime,15,0,Ongoing,,,,Senior
11446,11447,,,Mumbai,328,ILLEGAL POSSESSION,74,M,None,Other Crime,2,1,03-07-2021 08:00,,,,Senior
11447,11448,,,Mumbai,544,VANDALISM,17,M,Knife,Other Crime,5,0,Ongoing,,,,Teen
11448,11449,,,Kanpur,355,COUNTERFEITING,27,M,Explosives,Other Crime,8,1,03-07-2021 10:00,,,,Young Adult
11449,11450,,,Delhi,346,CYBERCRIME,63,F,Knife,Other Crime,1,1,12-06-2021 09:00,,,,Senior
11450,11451,,,Kalyan,263,DRUG OFFENSE,19,M,Explosives,Other Crime,11,1,09-06-2021 02:00,,,,Teen
11451,11452,,,Ghaziabad,398,DOMESTIC VIOLENCE,43,F,None,Violent Crime,13,1,11-07-2021 07:00,,,,Adult
11452,11453,,,Agra,261,DOMESTIC VIOLENCE,43,F,Firearm,Violent Crime,17,0,Ongoing,,,,Adult
11453,11454,,,Chennai,412,COUNTERFEITING,50,M,Other,Other Crime,5,1,03-06-2021 18:00,,,,Adult
11454,11455,,,Hyderabad,479,EXTORTION,16,F,Poison,Other Crime,10,0,Ongoing,,,,Teen
11455,11456,,,Mumbai,378,DRUG OFFENSE,17,F,None,Other Crime,7,1,18-05-2021 04:00,,,,Teen
11456,11457,,,Bangalore,388,FRAUD,17,F,Explosives,Other Crime,7,1,14-05-2021 01:00,,,,Teen
11457,11458,,,Ahmedabad,488,TRAFFIC VIOLATION,23,M,Other,Traffic Fatality,15,1,24-04-2021 11:00,,,,Young Adult
11458,11459,,,Bangalore,268,ARSON,54,F,Explosives,Fire Accident,1,1,22-06-2021 11:00,,,,Adult
11459,11460,,,Bangalore,152,DOMESTIC VIOLENCE,22,M,None,Violent Crime,18,1,28-06-2021 13:00,,,,Young Adult
11460,11461,,,Delhi,419,EXTORTION,14,M,Firearm,Other Crime,13,0,Ongoing,,,,Teen
11461,11462,,,Lucknow,396,BURGLARY,29,F,Firearm,Other Crime,14,0,Ongoing,,,,Young Adult
11462,11463,,,Bangalore,276,DRUG OFFENSE,61,F,Poison,Other Crime,16,1,14-06-2021 12:00,,,,Senior
11463,11464,,,Surat,332,VANDALISM,74,F,Other,Other Crime,16,1,06-05-2021 02:00,,,,Senior
11464,11465,,,Mumbai,249,DOMESTIC VIOLENCE,16,F,Poison,Violent Crime,13,1,26-05-2021 10:00,,,,Teen
11465,11466,,,Surat,413,BURGLARY,21,M,Knife,Other Crime,1,1,10-08-2021 06:00,,,,Young Adult
11466,11467,,,Delhi,577,VANDALISM,24,F,Firearm,Other Crime,1,1,30-05-2021 18:00,,,,Young Adult
11467,11468,,,Hyderabad,446,VEHICLE - STOLEN,27,F,Other,Violent Crime,17,1,03-06-2021 01:00,,,,Young Adult
11468,11469,,,Kolkata,111,VEHICLE - STOLEN,54,F,None,Violent Crime,17,0,Ongoing,,,,Adult
11469,11470,,,Chennai,544,HOMICIDE,61,F,Knife,Other Crime,8,0,Ongoing,,,,Senior
11470,11471,,,Delhi,373,CYBERCRIME,32,M,Poison,Other Crime,5,0,Ongoing,,,,Young Adult
11471,11472,,,Meerut,373,EXTORTION,19,F,Knife,Other Crime,11,0,Ongoing,,,,Teen
11472,11473,,,Delhi,116,PUBLIC INTOXICATION,20,F,Knife,Other Crime,15,1,10-05-2021 14:00,,,,Young Adult
11473,11474,,,Nashik,238,DOMESTIC VIOLENCE,20,F,Firearm,Violent Crime,4,1,03-07-2021 11:00,,,,Young Adult
11474,11475,,,Mumbai,356,SEXUAL ASSAULT,59,M,Other,Violent Crime,19,0,Ongoing,,,,Adult
11475,11476,,,Chennai,470,VEHICLE - STOLEN,59,M,None,Violent Crime,14,1,10-07-2021 12:00,,,,Adult
11476,11477,,,Delhi,518,DRUG OFFENSE,58,F,Other,Other Crime,6,1,08-05-2021 23:00,,,,Adult
11477,11478,,,Mumbai,420,EXTORTION,27,M,Explosives,Other Crime,19,0,Ongoing,,,,Young Adult
11478,11479,,,Delhi,224,SEXUAL ASSAULT,79,F,Firearm,Violent Crime,3,1,05-08-2022 15:00,,,,Senior
11479,11480,,,Delhi,216,SEXUAL ASSAULT,33,F,None,Violent Crime,4,1,07-11-2022 18:00,,,,Young Adult
11480,11481,,,Jaipur,428,COUNTERFEITING,61,F,Poison,Other Crime,15,0,Ongoing,,,,Senior
11481,11482,,,Ahmedabad,434,FRAUD,73,M,Explosives,Other Crime,5,0,Ongoing,,,,Senior
11482,11483,,,Delhi,133,PUBLIC INTOXICATION,72,F,None,Other Crime,19,0,Ongoing,,,,Senior
11483,11484,,,Chennai,563,KIDNAPPING,26,F,Explosives,Other Crime,18,0,Ongoing,,,,Young Adult
11484,11485,,,Kolkata,521,EXTORTION,20,F,Poison,Other Crime,1,1,25-05-2021 15:00,,,,Young Adult
11485,11486,,,Patna,321,BURGLARY,13,F,None,Other Crime,6,0,Ongoing,,,,Teen
11486,11487,,,Delhi,373,HOMICIDE,65,F,Blunt Object,Other Crime,13,0,Ongoing,,,,Senior
11487,11488,,,Nagpur,298,BURGLARY,30,F,Blunt Object,Other Crime,6,0,Ongoing,,,,Young Adult
11488,11489,,,Pune,272,FIREARM OFFENSE,24,M,Firearm,Fire Accident,16,1,31-05-2021 15:00,,,,Young Adult
11489,11490,,,Hyderabad,233,ILLEGAL POSSESSION,57,M,Explosives,Other Crime,8,0,Ongoing,,,,Adult
11490,11491,,,Mumbai,463,IDENTITY THEFT,68,F,Explosives,Violent Crime,6,0,Ongoing,,,,Senior
11491,11492,,,Rajkot,427,DOMESTIC VIOLENCE,17,F,None,Violent Crime,6,1,06-05-2021 06:00,,,,Teen
11492,11493,,,Hyderabad,538,COUNTERFEITING,64,F,Blunt Object,Other Crime,2,1,17-05-2021 06:00,,,,Senior
11493,11494,,,Mumbai,248,ARSON,56,F,Firearm,Fire Accident,1,0,Ongoing,,,,Adult
11494,11495,,,Surat,398,ASSAULT,29,F,Knife,Violent Crime,12,0,Ongoing,,,,Young Adult
11495,11496,,,Delhi,189,PUBLIC INTOXICATION,20,M,Other,Other Crime,15,0,Ongoing,,,,Young Adult
11496,11497,,,Ghaziabad,511,FIREARM OFFENSE,63,F,Poison,Fire Accident,8,0,Ongoing,,,,Senior
11497,11498,,,Delhi,164,PUBLIC INTOXICATION,36,F,Other,Other Crime,17,1,22-05-2021 22:00,,,,Adult
11498,11499,,,Pune,459,CYBERCRIME,46,F,Firearm,Other Crime,8,1,06-06-2021 19:00,,,,Adult
11499,11500,,,Kanpur,381,BURGLARY,55,M,Explosives,Other Crime,13,1,25-08-2021 14:00,,,,Adult
11500,11501,,,Kalyan,183,DOMESTIC VIOLENCE,23,F,Blunt Object,Violent Crime,9,1,22-07-2021 11:00,,,,Young Adult
11501,11502,,,Jaipur,579,EXTORTION,25,M,Firearm,Other Crime,6,1,16-07-2021 15:00,,,,Young Adult
11502,11503,,,Hyderabad,258,ROBBERY,17,M,Explosives,Violent Crime,2,1,02-07-2021 05:00,,,,Teen
11503,11504,,,Kanpur,324,DOMESTIC VIOLENCE,42,F,Poison,Violent Crime,9,1,14-05-2021 05:00,,,,Adult
11504,11505,,,Ahmedabad,121,ROBBERY,34,F,None,Violent Crime,3,0,Ongoing,,,,Young Adult
11505,11506,,,Kanpur,558,VANDALISM,13,M,Poison,Other Crime,5,0,Ongoing,,,,Teen
11506,11507,,,Bhopal,203,ARSON,64,F,Blunt Object,Fire Accident,8,0,Ongoing,,,,Senior
11507,11508,,,Delhi,268,DRUG OFFENSE,20,M,Blunt Object,Other Crime,16,0,Ongoing,,,,Young Adult
11508,11509,,,Patna,520,COUNTERFEITING,28,M,Firearm,Other Crime,1,0,Ongoing,,,,Young Adult
11509,11510,,,Delhi,369,ASSAULT,21,M,None,Violent Crime,14,1,17-06-2021 03:00,,,,Young Adult
11510,11511,,,Delhi,318,EXTORTION,30,F,Knife,Other Crime,12,0,Ongoing,,,,Young Adult
11511,11512,,,Hyderabad,579,ASSAULT,60,F,Knife,Violent Crime,10,0,Ongoing,,,,Adult
11512,11513,,,Lucknow,468,ASSAULT,64,F,None,Violent Crime,17,1,29-06-2021 15:00,,,,Senior
11513,11514,,,Mumbai,413,BURGLARY,36,F,Other,Other Crime,17,0,Ongoing,,,,Adult
11514,11515,,,Mumbai,254,DOMESTIC VIOLENCE,34,F,None,Violent Crime,17,0,Ongoing,,,,Young Adult
11515,11516,,,Thane,562,BURGLARY,63,M,Firearm,Other Crime,14,1,02-06-2021 10:00,,,,Senior
11516,11517,,,Nashik,415,BURGLARY,47,F,Blunt Object,Other Crime,16,1,30-05-2021 01:00,,,,Adult
11517,11518,,,Indore,554,FIREARM OFFENSE,79,F,Other,Fire Accident,11,0,Ongoing,,,,Senior
11518,11519,,,Delhi,569,ROBBERY,50,M,Poison,Violent Crime,5,0,Ongoing,,,,Adult
11519,11520,,,Surat,167,VEHICLE - STOLEN,10,F,None,Violent Crime,16,1,14-05-2021 05:00,,,,Child
11520,11521,,,Ahmedabad,533,BURGLARY,33,F,Blunt Object,Other Crime,5,1,19-09-2021 16:00,,,,Young Adult
11521,11522,,,Lucknow,126,PUBLIC INTOXICATION,16,M,Knife,Other Crime,16,0,Ongoing,,,,Teen
11522,11523,,,Nagpur,592,SEXUAL ASSAULT,79,F,Blunt Object,Violent Crime,18,0,Ongoing,,,,Senior
11523,11524,,,Delhi,316,SHOPLIFTING,35,F,None,Other Crime,5,0,Ongoing,,,,Young Adult
11524,11525,,,Bangalore,461,FIREARM OFFENSE,34,M,None,Fire Accident,6,0,Ongoing,,,,Young Adult
11525,11526,,,Lucknow,126,TRAFFIC VIOLATION,72,M,None,Traffic Fatality,14,0,Ongoing,,,,Senior
11526,11527,,,Ludhiana,452,FIREARM OFFENSE,55,F,Poison,Fire Accident,15,1,17-05-2021 20:00,,,,Adult
11527,11528,,,Delhi,427,ILLEGAL POSSESSION,27,F,Explosives,Other Crime,3,0,Ongoing,,,,Young Adult
11528,11529,,,Delhi,458,DRUG OFFENSE,78,F,Poison,Other Crime,4,0,Ongoing,,,,Senior
11529,11530,,,Bangalore,229,ARSON,47,F,Explosives,Fire Accident,17,1,11-07-2021 05:00,,,,Adult
11530,11531,,,Vasai,233,ARSON,74,F,Knife,Fire Accident,15,0,Ongoing,,,,Senior
11531,11532,,,Agra,547,COUNTERFEITING,41,M,Explosives,Other Crime,1,0,Ongoing,,,,Adult
11532,11533,,,Surat,505,IDENTITY THEFT,44,F,Explosives,Violent Crime,3,1,11-06-2021 16:00,,,,Adult
11533,11534,,,Delhi,235,VEHICLE - STOLEN,17,M,Knife,Violent Crime,1,1,23-07-2021 04:00,,,,Teen
11534,11535,,,Ludhiana,524,FRAUD,43,F,Explosives,Other Crime,6,0,Ongoing,,,,Adult
11535,11536,,,Bangalore,461,FRAUD,33,M,Explosives,Other Crime,1,1,14-05-2021 02:00,,,,Young Adult
11536,11537,,,Hyderabad,237,FIREARM OFFENSE,77,F,Knife,Fire Accident,14,0,Ongoing,,,,Senior
11537,11538,,,Mumbai,240,ILLEGAL POSSESSION,13,F,Explosives,Other Crime,17,0,Ongoing,,,,Teen
11538,11539,,,Delhi,149,IDENTITY THEFT,12,M,Explosives,Violent Crime,3,1,21-06-2021 03:00,,,,Child
11539,11540,,,Surat,339,ROBBERY,44,F,Poison,Violent Crime,1,1,24-07-2021 23:00,,,,Adult
11540,11541,,,Pune,511,SHOPLIFTING,24,M,None,Other Crime,19,1,21-07-2021 02:00,,,,Young Adult
11541,11542,,,Mumbai,253,PUBLIC INTOXICATION,11,M,Blunt Object,Other Crime,5,0,Ongoing,,,,Child
11542,11543,,,Chennai,456,HOMICIDE,51,F,Firearm,Other Crime,15,0,Ongoing,,,,Adult
11543,11544,,,Ghaziabad,307,FRAUD,79,F,Explosives,Other Crime,8,1,23-07-2021 14:00,,,,Senior
11544,11545,,,Mumbai,474,CYBERCRIME,69,M,Knife,Other Crime,18,0,Ongoing,,,,Senior
11545,11546,,,Kolkata,249,FIREARM OFFENSE,35,F,Knife,Fire Accident,8,0,Ongoing,,,,Young Adult
11546,11547,,,Delhi,194,DRUG OFFENSE,52,M,Knife,Other Crime,18,1,21-07-2021 18:00,,,,Adult
11547,11548,,,Bangalore,236,SHOPLIFTING,27,M,Explosives,Other Crime,15,1,17-06-2021 05:00,,,,Young Adult
11548,11549,,,Bhopal,378,IDENTITY THEFT,52,F,Firearm,Violent Crime,5,0,Ongoing,,,,Adult
11549,11550,,,Hyderabad,371,ROBBERY,48,F,Firearm,Violent Crime,11,0,Ongoing,,,,Adult
11550,11551,,,Jaipur,599,ASSAULT,77,F,None,Violent Crime,10,1,23-06-2021 20:00,,,,Senior
11551,11552,,,Kolkata,290,ASSAULT,19,F,Explosives,Violent Crime,14,1,09-07-2021 11:00,,,,Teen
11552,11553,,,Lucknow,249,EXTORTION,27,F,Blunt Object,Other Crime,1,0,Ongoing,,,,Young Adult
11553,11554,,,Chennai,508,CYBERCRIME,19,F,None,Other Crime,11,0,Ongoing,,,,Teen
11554,11555,,,Kolkata,579,ARSON,28,F,Poison,Fire Accident,8,1,23-05-2021 19:00,,,,Young Adult
11555,11556,,,Delhi,428,VEHICLE - STOLEN,43,M,Blunt Object,Violent Crime,6,0,Ongoing,,,,Adult
11556,11557,,,Faridabad,312,ASSAULT,15,M,None,Violent Crime,2,0,Ongoing,,,,Teen
11557,11558,,,Chennai,470,DOMESTIC VIOLENCE,71,F,Explosives,Violent Crime,13,0,Ongoing,,,,Senior
11558,11559,,,Delhi,323,ROBBERY,72,F,Firearm,Violent Crime,18,0,Ongoing,,,,Senior
11559,11560,,,Kolkata,263,ILLEGAL POSSESSION,65,F,Blunt Object,Other Crime,8,0,Ongoing,,,,Senior
11560,11561,,,Patna,194,PUBLIC INTOXICATION,73,M,Poison,Other Crime,7,0,Ongoing,,,,Senior
11561,11562,,,Pune,455,CYBERCRIME,42,F,Other,Other Crime,18,1,23-06-2021 06:00,,,,Adult
11562,11563,,,Mumbai,377,BURGLARY,31,F,Blunt Object,Other Crime,13,0,Ongoing,,,,Young Adult
11563,11564,,,Lucknow,363,ILLEGAL POSSESSION,38,M,Explosives,Other Crime,13,0,Ongoing,,,,Adult
11564,11565,,,Kanpur,311,ROBBERY,78,M,Poison,Violent Crime,18,0,Ongoing,,,,Senior
11565,11566,,,Vasai,278,TRAFFIC VIOLATION,71,M,Other,Traffic Fatality,15,0,Ongoing,,,,Senior
11566,11567,,,Visakhapatnam,207,SEXUAL ASSAULT,37,M,Blunt Object,Violent Crime,19,1,24-11-2022 03:00,,,,Adult
11567,11568,,,Delhi,110,ROBBERY,61,M,Explosives,Violent Crime,14,1,01-06-2021 02:00,,,,Senior
11568,11569,,,Pune,576,ROBBERY,64,F,Poison,Violent Crime,2,0,Ongoing,,,,Senior
11569,11570,,,Agra,561,FIREARM OFFENSE,30,F,None,Fire Accident,5,0,Ongoing,,,,Young Adult
11570,11571,,,Pune,564,TRAFFIC VIOLATION,33,F,Firearm,Traffic Fatality,8,1,10-05-2021 00:00,,,,Young Adult
11571,11572,,,Hyderabad,273,ARSON,28,F,Explosives,Fire Accident,17,0,Ongoing,,,,Young Adult
11572,11573,,,Ludhiana,396,ARSON,70,F,Blunt Object,Fire Accident,15,1,24-05-2021 22:00,,,,Senior
11573,11574,,,Mumbai,489,IDENTITY THEFT,44,M,Blunt Object,Violent Crime,5,1,28-05-2021 10:00,,,,Adult
11574,11575,,,Kanpur,428,COUNTERFEITING,34,F,Explosives,Other Crime,19,1,04-06-2021 09:00,,,,Young Adult
